Lead_ID,Opp_ID,Account_ID,Orgnisation,Phone,City,Full Name,Email ID,Status
LE-037-84591,OP-013-29599,ACC-953-65689,"Wilderman, Harber and Carroll",(+353)558788772,Limerick,Kristal Wilgar,dstallarda6@jigsy.com,Active
LE-865-06110,OP-471-97500,ACC-893-95872,"Dooley, Heaney and Haley",(+353)661303920,Belfast,Ami O'Gready,lpiesolda7@tinypic.com,Active
LE-729-97144,OP-282-79158,ACC-234-66146,Hermiston and Sons,(+353)860299313,Maynooth,Trudi Bedboro,amcgregora8@vinaora.com,Active
LE-097-43659,OP-263-46213,ACC-815-03111,"Dibbert, Larson and Shields",(+353)176817502,Belfast,Nobie Toland,mfearnilla9@last.fm,Active
LE-235-50778,OP-324-76196,ACC-076-80774,Jaskolski-Batz,(+353)536255357,Maynooth,Ebony Giampietro,mdimmeraa@angelfire.com,Active
LE-622-01667,OP-054-50495,ACC-866-48196,Nicolas and Sons,(+353)027012193,Belfast,Christen Lomond,bflarityab@pen.io,Active
LE-372-55541,OP-854-25793,ACC-543-78789,Walsh-Kuvalis,(+353)274894554,Dublin,Caldwell Gorgl,clambertoac@unc.edu,Active
LE-207-84539,OP-655-88134,ACC-740-22351,Hoppe Group,(+353)341718730,Dublin,Jeno Longforth,mfundellad@nba.com,Active
LE-215-67572,OP-177-34697,ACC-140-36073,Cummerata Inc,(+353)414274114,Maynooth,Loree Gladding,srockwillae@jalbum.net,Active
LE-470-33453,OP-968-62114,ACC-864-11620,Okuneva Inc,(+353)167365217,Dublin,Mort Davidovitch,ealdersleyaf@smugmug.com,Active
LE-828-14036,OP-129-31523,ACC-961-05665,Dickinson-Spinka,(+353)219589488,Cork,Guenevere McMahon,abiddlestoneag@engadget.com,Active
LE-940-43566,OP-468-57848,ACC-933-00205,Bayer-Gerlach,(+353)926483673,Belfast,Gav Jado,kmcnessah@microsoft.com,Active
LE-975-28831,OP-831-72048,ACC-692-33898,"Fadel, Schneider and Stanton",(+353)252404538,Galway,Odelinda Antoniottii,cdemkoai@google.fr,Active
LE-796-91760,OP-685-58007,ACC-078-89955,Bernier-Hickle,(+353)810920866,Belfast,Kirstyn Matissoff,dtrevascusaj@nationalgeographic.com,Active
LE-547-96308,OP-638-34664,ACC-818-05834,Auer-Torphy,(+353)925606734,Belfast,Vivie Stiegers,achildak@google.nl,Active
LE-701-38829,OP-218-09915,ACC-449-68815,Willms-Zulauf,(+353)693670780,Limerick,Poul Tolland,acallabyal@cargocollective.com,Active
LE-974-11755,OP-403-26120,ACC-239-46869,Yundt Inc,(+353)821756131,Limerick,Lorne Courteney,lmawbyam@psu.edu,Active
LE-890-52166,OP-245-86792,ACC-127-16244,Doyle-Graham,(+353)800391589,Galway,Jeanine Vardie,lsirettan@liveinternet.ru,Active
LE-353-86143,OP-564-27161,ACC-353-70023,"Luettgen, Blick and Wisozk",(+353)295483009,Belfast,Carny Marzelo,dmalecao@ted.com,Active
LE-759-14079,OP-375-52143,ACC-905-77316,"Schaden, Marquardt and Beer",(+353)262549053,Dublin,Elmira Escalera,rmurdyap@vinaora.com,Active
LE-230-66133,OP-216-35719,ACC-641-08670,Kuvalis-Miller,(+353)516679875,Belfast,Harwilll Flexman,rleblondaq@mail.ru,Active
LE-491-08873,OP-744-89003,ACC-403-19755,"McCullough, Homenick and Wunsch",(+353)236178610,Belfast,Spence Tourry,zbulstrodear@simplemachines.org,Active
LE-756-77243,OP-844-00699,ACC-512-57163,"Bogan, Okuneva and Romaguera",(+353)250547836,Dublin,Jacquelyn Ralston,spaszakas@issuu.com,Active
LE-685-60300,OP-691-02827,ACC-436-58718,Wiegand LLC,(+353)201913875,Belfast,Ola Dusting,fstanilandat@ning.com,Active
LE-025-46956,OP-701-87174,ACC-421-07745,Hegmann-Bahringer,(+353)563018511,Limerick,Mose Lopes,cruggsau@umn.edu,Active
LE-676-32019,OP-926-85082,ACC-293-45157,Welch-Lebsack,(+353)847193497,Maynooth,Willette Hillen,cjeffcoateav@bloomberg.com,Active
LE-504-52390,OP-988-63050,ACC-268-11903,Klocko-Bradtke,(+353)546472405,Dublin,Renee Glew,pfinlanaw@symantec.com,Active
LE-008-63124,OP-388-54920,ACC-094-92715,Mayer-Sawayn,(+353)518272283,Galway,Katusha Lethlay,brumgayax@businessweek.com,Active
LE-606-75568,OP-208-56270,ACC-741-80905,"Deckow, Hauck and Wilderman",(+353)495105107,Limerick,Ogdon Hambrook,mmclellanay@wsj.com,Active
LE-125-41569,OP-666-93920,ACC-988-21609,Rosenbaum-Jerde,(+353)771147950,Belfast,Mayor I'anson,sgatenbyaz@mail.ru,Active
LE-389-05513,OP-481-68885,ACC-910-15249,Hahn-Feeney,(+353)111260693,Dublin,Kellby Pountney,hcastanerb0@usatoday.com,Active
LE-933-76255,OP-063-40849,ACC-515-54594,Hane-Kuhlman,(+353)667044297,Galway,Manny Brabham,bagentb1@constantcontact.com,Active
LE-830-01317,OP-541-85076,ACC-175-59050,Willms Group,(+353)235577158,Dublin,Jehu Kyston,msharplessb2@mlb.com,Active
LE-268-62879,OP-478-91611,ACC-054-86260,Kertzmann-Mraz,(+353)908465217,Dublin,Darin Extil,ecopnellb3@baidu.com,Active
